content_id,title,content_type,genre,sub_genre,language,country,release_year,added_date,age_rating,duration_minutes,seasons,episodes,director,cast_count,production_company,imdb_rating,jiohotstar_rating,watch_count_millions,completion_rate,is_original,awards_count
JHS06945,Midnight Circle 3,TV Show,Fantasy,Sword and Sorcery,Telugu,India,2015,9/26/2015,U,,7,91,Priya Edwards,20,Echo Works,7.1,4.1,8.49,78.6,No,3
JHS06816,The Dark Voyage 2,TV Show,Family,Family Fantasy,Tamil,India,2002,12/27/2006,U/A 13+,,9,173,Hiroshi Williams,11,Echo Films,5.3,3.5,24.99,44.5,No,0
JHS07080,Horizon: Sacred Secret 2,Movie,Fantasy,Urban Fantasy,Marathi,India,2007,12/30/2008,U,219,,,Liam Hughes,17,Summit Films,7.2,4.4,34.85,58.9,No,4
JHS03456,The Frozen Warriors 5,Movie,Adventure,Sea Voyage,Kannada,India,2024,5/21/2024,U/A 16+,132,,,Pooja Singh,9,Pioneer Studios,5.5,4,,54.4,No,3
JHS09245,Broken Fortress 4,Movie,Thriller,Crime Thriller,Hindi,India,2001,8/21/2005,U/A 13+,83,,,Neha Walker,7,North Creations,6.6,4.2,7.59,69.9,No,2
JHS04509,Eternal Whisper 3,Movie,Family,Holiday Special,English,USA,2024,10/7/2024,A,152,,,Harper Rao,16,Amber Pictures,6.6,4.5,22.95,50,No,7
JHS02085,Forgotten Legacy 3,Movie,Reality,Dating Show,English,UK,2002,2/1/2004,A,201,,,Minho Rivera,15,Crimson Productions,6.5,4.1,119.41,61.3,No,2
JHS00897,Untold Voyage,TV Show,Reality,Talent Show,,India,2008,7/19/2009,U/A 13+,,8,165,Kavya Johnson,5,Pioneer Creations,8.2,4.3,2.33,72.3,No,4
JHS08252,,Movie,Reality,Survival Reality,English,Canada,2009,5/12/2011,U/A 13+,156,,,Suresh Joshi,9,Vivid Studios,6,4.4,33.19,41.4,No,5
JHS02374,Whisper and the Legacy,TV Show,Family,Holiday Special,Kannada,India,1994,1/5/2005,U/A 16+,,2,32,Ananya Iyer,2,Cobalt Vision,4.7,3.7,66.47,41.8,No,2
JHS05190,Restless Vendetta 4,TV Show,Fantasy,Mythological,English,USA,1994,4/5/2006,U/A 13+,,1,5,Pooja Bhatt,19,Crimson Entertainment,8.1,4.8,54.97,68.6,No,0
JHS01833,Journey: Untold Kingdom,Movie,Adventure,Sea Voyage,Hindi,India,2024,11/12/2024,U,199,,,Ella Park,8,Blue Works,4.9,3.8,39.33,49.7,Yes,3
JHS04914,The Vanishing Vendetta,Movie,Action,Action Comedy,Telugu,India,1995,4/26/1998,A,172,,,Divya Baker,18,North Films,6,3.9,34.31,60.4,Yes,2
JHS00103,Reckoning Beyond the Horizon,TV Show,Action,Gunfight Drama,Hindi,India,2023,2/25/2024,U/A 16+,,9,60,Michael Williams,8,Silver Films,8.9,4.4,96.49,83,No,4
JHS02291,Dreams: Scarlet Flame,Movie,Fantasy,Mythological,Malayalam,India,2005,2/1/2005,U/A 7+,81,,,Mason Joshi,9,,9.2,5,26.44,81.5,Yes,9
JHS03276,The Ancient Chronicles 2,Movie,Action,Spy Action,Hindi,India,2012,4/16/2012,U/A 16+,170,,,Grace Singh,11,Vivid Entertainment,6.4,4,51.27,65.2,No,3
JHS09694,Warriors: Scarlet Shadows,Movie,Horror,Supernatural Horror,Marathi,India,2017,5/2/2020,,189,,,Ella Roberts,8,Silver Studios,4.7,3.7,29.78,35,No,2
JHS00763,The Restless Promise 2,Movie,Mystery,Conspiracy,English,UK,1992,11/25/1999,U/A 13+,180,,,,5,Vivid Vision,8,4.3,56.9,79.4,No,2
JHS01334,The Iron Rebellion 2,,Mystery,Whodunit,Malayalam,India,2018,9/1/2018,U/A 7+,146,,,Divya Bose,7,Horizon Media,4.1,3.5,1.61,37.4,No,2
JHS07739,The Hidden Shadows 2,Movie,Action,Superhero,Bengali,India,2024,1/19/2024,U/A 7+,158,,,Pooja Taylor,4,Echo Media,5.4,4.2,22.08,44.7,No,4
JHS01592,The Scarlet Kingdom,Movie,Drama,Period Drama,English,USA,2007,8/24/2008,U,178,,,Jisoo Edwards,11,Ridge Motion Pictures,4.8,4,97.46,45.8,Yes,
JHS08978,Secret: Frozen Journey,TV Show,Action,Martial Arts,English,USA,2018,11/13/2025,U/A 13+,,12,74,Kenji Morgan,4,Phoenix Pictures,7.8,4.6,75.7,71.2,No,4
JHS06639,Labyrinth: Lost Circle,Movie,Drama,Period Drama,Marathi,India,2024,6/1/2024,U/A 16+,86,,,Kenji Hughes,12,Vertex Creations,,4.8,53.47,82.3,Yes,3
JHS02576,Distant Vendetta,TV Show,Drama,Coming of Age,English,Australia,1997,,U,,1,6,Kenji Malhotra,8,Vivid Creations,6.2,4.2,23.38,59.6,No,4
JHS03167,Whisper in the Horizon,TV Show,Kids,Educational,Malayalam,India,2012,1/29/2014,U/A 13+,,9,159,Divya Park,9,Orbit Productions,9.5,5,43.25,94.3,Yes,5
JHS01986,Chronicles: Crimson Storm,Movie,Action,Action Comedy,English,USA,2024,3/26/2024,U/A 13+,186,,,Ravi Cook,18,Nova Films,9.7,4.6,42.17,90,No,3
JHS05618,Iron Dreams 4,TV Show,Romance,Historical Romance,English,India,2011,1/15/2011,U/A 7+,,3,62,Neha Pillai,11,Horizon Media,6.9,4,76.53,59.4,No,0
JHS04762,Voyage Rise of the Vendetta 2,TV Show,Drama,Social Drama,English,USA,2006,9/7/2008,U/A 16+,,2,41,Jisoo Watanabe,6,North Creations,4.5,3.8,25.53,35,Yes,1
JHS00184,Mirage: Hidden Frontier,TV Show,Action,Spy Action,Marathi,India,2000,5/1/2012,A,,9,90,Jisoo Kim,12,Aurora Vision,6.5,4.1,169.4,66.5,Yes,2
JHS09962,Hidden Path 7,TV Show,Thriller,Techno Thriller,English,UK,2013,12/14/2014,U/A 13+,,4,53,Sanjay Reddy,9,Blue Creations,,4.7,19.6,84.9,No,12
JHS02044,Fading Labyrinth 5,TV Show,Drama,Family Drama,Tamil,India,2014,3/13/2015,U,,7,155,Minho Iyer,12,Starlight Pictures,5.7,3.9,33.09,55,No,5
JHS01229,Symphony: Rising Path,Movie,Sci-Fi,Dystopian,Hindi,India,1994,7/10/1999,U/A 13+,131,,,Liam Kim,19,Cobalt Entertainment,4.6,4,65.14,45.1,No,2
JHS00843,Horizon: Endless Whisper,Movie,Animation,Cartoon Comedy,Marathi,India,2011,10/19/2011,U/A 13+,134,,,Rohan Chopra,5,Zenith Media,8,4.5,98.7,72,No,1
JHS01127,Horizon: Lost Dreams,Movie,Romance,Historical Romance,Tamil,India,,5/10/2008,U,92,,,Laura Bennett,11,Coral Creations,9.4,4.7,74.5,84.8,No,5
JHS03908,Eternal Labyrinth 4,Movie,Reality,Game Show,Telugu,India,2023,12/30/2023,U/A 16+,129,,,Vikram Wright,19,Zenith Productions,9.4,4.6,76,80.6,No,2
JHS03946,Fortress: Rising Whisper,Movie,Crime,Courtroom Drama,Marathi,India,1993,2/28/1996,U/A 7+,155,,,Do-yun Singh,17,Starlight Vision,8,4.6,83.93,79.3,No,3
JHS00952,Labyrinth Beyond the Dreams,TV Show,Family,Animal Story,Bengali,India,2021,5/27/2022,U/A 13+,,4,91,Chloe Bailey,12,Starlight Vision,7,4.1,50.14,67.3,Yes,2
JHS02032,Iron Alliance 2,Movie,Action,Action Comedy,English,,2000,10/30/2004,U,140,,,Rajesh Williams,2,Ridge Entertainment,4,3.7,28.61,35,No,2
JHS04472,The Untold Alliance 3,TV Show,Horror,Supernatural Horror,English,UK,1991,2/15/1991,,,12,251,Hiroshi Mehta,8,Amber Entertainment,8.5,4.5,46.72,76.2,Yes,3
JHS04166,,Movie,,Survival Thriller,English,Canada,1991,6/29/1994,U/A 13+,196,,,Sophie Verma,7,Ridge Creations,9.7,5,118.72,90.5,No,6
JHS05565,Sacred Frontier 4,Movie,Reality,Talent Show,Malayalam,India,2003,1/21/2006,U/A 13+,138,,,Neha Bose,20,Lotus Motion Pictures,7.2,4.3,12.8,74.1,No,2
JHS07421,The Sacred Odyssey,Movie,Action,Spy Action,Tamil,India,2011,1/13/2019,U,136,,,Mason Watanabe,7,Amber Films,6.3,4.1,33.02,52.8,No,3
JHS09784,The Silver Vendetta 2,Movie,,Anime,Hindi,India,,1/20/2025,U/A 7+,125,,,Isha Brown,14,Blue Studios,8.4,4.6,53.43,83.3,No,1
JHS04817,Silent Kingdom 4,Movie,Animation,,English,Australia,1996,10/5/1997,U/A 13+,171,,,Ava Iyer,8,Nova Works,9.1,4.8,39.07,78.3,No,7
JHS05111,,Movie,Kids,Fantasy Kids,Hindi,India,1995,8/19/2000,U,158,,,Emily Bennett,15,Crescent Creations,7.4,4.5,22.48,71.8,No,5
JHS07083,The Crimson Dreams 5,Movie,Sci-Fi,Alien Invasion,Hindi,India,2024,12/31/2025,U/A 16+,128,,,Seo-yeon Kim,12,Echo Creations,7.4,4.4,112.2,60.1,No,3
JHS02688,The Restless Empire,TV Show,Action,Action Comedy,Telugu,India,2016,1/11/2016,U/A 16+,,8,146,,7,Vivid Pictures,5.8,4,88.91,49.9,No,0
JHS01131,The Endless River,Movie,Crime,Police Procedural,Marathi,India,2012,9/26/2013,A,121,,,Vikram Morgan,10,Summit Vision,4.3,3.5,7.99,40.2,No,5
JHS01261,Reckoning Beyond the Dreams,Movie,Family,Family Fantasy,Marathi,India,2008,8/14/2008,U/A 13+,121,,,Rohan Brown,14,Pioneer Vision,7.8,4.4,67.93,68.1,Yes,2
JHS03409,Secret Beyond the Storm,TV Show,Animation,Anime,Marathi,India,2022,5/20/2022,U,,9,150,Sarah Tanaka,10,Starlight Studios,8.8,4.6,32.78,88.3,Yes,2
JHS07405,Wild Frontier 3,TV Show,Action,War Action,Malayalam,India,2025,3/16/2025,U/A 16+,,1,13,Michael Singh,20,Aurora Films,7.8,4.8,40.64,68.4,No,3
JHS08458,The Broken Shadows 3,TV Show,Sci-Fi,,Tamil,India,2015,1/11/2017,U/A 16+,,8,123,Neha Smith,,Amber Vision,4.1,3.5,18.67,38.8,No,0
JHS07714,Burning Horizon 6,Movie,Horror,Found Footage,Bengali,India,2001,9/16/2001,U/A 13+,203,,,Minho Menon,5,Crimson Films,9.3,4.7,25.03,85.8,Yes,2
JHS09229,Silver Storm 4,TV Show,Mystery,Detective,English,South Korea,2023,5/12/2023,U/A 7+,,11,199,Ananya Choi,7,Orbit Media,7.6,4.6,14.3,67.6,Yes,2
JHS03937,Golden Empire 3,TV Show,Thriller,Action Thriller,Telugu,India,,3/15/2004,U/A 13+,,7,91,Harper Jung,2,Vertex Studios,,4.6,31.22,81.7,No,3
JHS01741,Last Journey 3,Movie,Mystery,Whodunit,Hindi,India,2019,2/28/2019,U/A 13+,112,,,Meera Malhotra,18,Cobalt Vision,7.4,4.4,117.27,69.5,No,0
JHS01967,The Midnight Throne,Movie,Animation,Anime,Marathi,India,2016,1/1/2016,U/A 16+,210,,,Michael Jung,6,Amber Creations,9.7,5,86.84,91.7,Yes,4
JHS06715,The Broken Throne,Movie,Documentary,Nature,Hindi,India,2015,12/19/2016,U/A 16+,127,,,Sarah Baker,14,Starlight Media,,4.1,,49.1,No,1
JHS05710,Lost Kingdom 2,Movie,Romance,Teen Romance,English,UK,1999,8/18/1999,U/A 13+,74,,,Vikram Wilson,19,Amber Vision,7.4,4.4,6.44,66.6,No,1
JHS08451,Echo: Distant Whisper,TV Show,Adventure,Expedition,Hindi,India,2024,5/22/2024,U/A 16+,,6,144,Sophie Khan,5,Maple Motion Pictures,8,4.4,63.82,,No,4
JHS05394,River: Radiant Vendetta,TV Show,Sci-Fi,Time Travel,Malayalam,India,2014,2/9/2015,A,,9,162,Ravi Hughes,15,Zenith Pictures,7.1,4.6,22.63,69.5,No,4
JHS03868,Alliance Legend of the Mirage,Movie,Comedy,Dark Comedy,Malayalam,India,2020,7/16/2025,U/A 16+,157,,,Rajesh Hughes,8,Pioneer Vision,8.2,4.6,54.89,,No,6
JHS00904,The Eternal Frontier,Movie,Crime,Police Procedural,Marathi,India,2012,5/13/2012,A,203,,,Vikram Rivera,7,Cobalt Entertainment,5.4,3.7,74.56,52.2,No,2
JHS07937,Throne and the Circle 2,Movie,Sports,Cricket Drama,Marathi,India,2009,1/30/2018,U/A 16+,79,,,Kavya Rivera,17,Crimson Entertainment,4.4,3.5,2.96,35.8,Yes,0
JHS06085,Untold Reckoning,Movie,Thriller,Techno Thriller,English,USA,2003,4/27/2009,U/A 16+,174,,,Mia Rivera,15,Vertex Media,6.8,4.4,22.3,57.4,No,2
JHS08422,Odyssey Tales of the Echo,Movie,Animation,3D Animation,Malayalam,India,1997,7/30/2016,U/A 13+,176,,,Seo-yeon Mehta,13,Horizon Vision,8.4,4.8,31.11,71,No,6
JHS03058,The Frozen Horizon,Movie,Drama,Coming of Age,English,USA,1990,12/11/1990,U,134,,,Chris Anderson,9,Lotus Productions,5.3,3.6,12.39,55.3,No,3
JHS07139,Storm: Crimson Journey,Movie,Documentary,Political Doc,Hindi,India,1990,8/6/1991,U/A 13+,167,,,Varun Mehta,19,Summit Studios,8.9,,14.31,81.1,No,0
JHS08038,Crimson River,,Romance,Romantic Comedy,Kannada,India,2022,7/24/2022,U/A 13+,80,,,Lucas Bhatt,8,Prism Creations,8.9,4.8,39.87,,Yes,1
JHS00388,Shattered Alliance,Movie,Documentary,Political Doc,Marathi,India,1997,12/18/2014,U/A 13+,218,,,Chris Clark,14,Pioneer Films,5.1,3.5,,54.2,No,5
JHS02375,Whisper: Fading Storm,Movie,Action,Gunfight Drama,Kannada,India,2010,10/10/2011,U/A 7+,168,,,Rajesh Chopra,10,Titan Creations,9.4,4.7,140.13,88.4,No,3
JHS03554,Reckoning: Lost Symphony,Movie,Fantasy,Dark Fantasy,English,UK,2013,4/9/2017,U/A 13+,211,,,Vikram Wright,19,Crescent Pictures,5.8,3.9,62.61,58.8,No,0
JHS06294,,Movie,Animation,3D Animation,Hindi,India,1997,10/4/2013,A,,,,Liam Reddy,19,Blue Creations,9.5,5,50.25,77.3,Yes,3
JHS04779,Bright Empire 5,Movie,Comedy,Dark Comedy,Telugu,India,1990,1/19/1992,U/A 13+,204,,,Pooja Bose,16,Ridge Studios,6.3,4.3,,49.8,No,3
JHS04663,Throne: Silent Path,Movie,,Supernatural Mystery,English,USA,2021,10/3/2021,U/A 16+,118,,,Neha Kulkarni,9,Vivid Films,9.4,5,15.57,91.2,No,
JHS02330,Golden Mirage 4,Movie,Action,War Action,English,USA,1992,10/27/2010,U/A 16+,209,,,Harper Mehta,14,Orbit Studios,5.2,3.8,22.1,45.7,,3
JHS02477,Vendetta: Wild Symphony,TV Show,Sports,Football Drama,English,Australia,2019,3/10/2019,U/A 7+,,10,217,Ava Kim,15,Lotus Entertainment,7.9,4.5,43.35,78.7,No,3
JHS06450,Alliance: Silver Alliance,Movie,Thriller,Crime Thriller,Hindi,India,2011,10/1/2011,U/A 13+,192,,,Nikhil Roberts,13,Falcon Pictures,9.8,5,169.88,88.9,No,5
JHS06564,Warriors of Mirage,TV Show,Action,Spy Action,Hindi,India,1996,8/12/2001,U/A 16+,,3,52,Sophie Sharma,17,Maple Entertainment,6.8,3.8,34.44,65.2,Yes,1
JHS01474,Distant Fortress,Movie,Animation,3D Animation,Hindi,India,2000,1/25/2004,A,75,,,Ava Gupta,15,Cobalt Creations,4,3.5,75.16,41.9,No,1
JHS05412,Last Frontier,TV Show,Animation,3D Animation,Marathi,India,2001,2/17/2012,U/A 7+,,11,190,Do-yun Singh,10,Coral Productions,6.4,4.4,47.1,49.3,No,3
JHS01916,The Rising Whisper,Movie,Sci-Fi,Dystopian,English,Japan,2003,2/10/2005,U,98,,,Minho Collins,19,Coral Films,5.5,,36.43,58.6,No,3
JHS07076,Secret Legend of the Odyssey 2,Movie,Romance,Second Chance Romance,Marathi,India,2001,7/26/2005,U/A 7+,122,,,Ethan Morgan,15,Royal Media,8.6,4.5,67.9,75.9,No,2
JHS02937,Circle: Distant Labyrinth,Movie,Drama,Medical Drama,English,Japan,2008,1/6/2011,U/A 7+,180,,,Isha Bose,14,Summit Media,7.4,4.2,142.24,61.3,No,6
JHS02360,Ancient Reckoning,Movie,Crime,Serial Killer,,UK,1990,4/4/2004,U/A 13+,115,,,Noah Wright,17,Ridge Studios,4.7,3.8,18.11,40.2,Yes,1
JHS06982,Echo and the River,TV Show,Sports,Cricket Drama,Bengali,India,2014,5/11/2016,U/A 16+,,11,197,Mia Williams,20,Skyline Vision,7.9,4.5,33.72,73.6,Yes,2
JHS01900,Burning Legacy,TV Show,Fantasy,,Malayalam,India,1992,6/18/2002,A,,11,88,Priya Morgan,7,Zenith Motion Pictures,8.6,4.7,62.54,77.4,No,2
JHS03259,Ancient Vendetta 2,TV Show,Sci-Fi,Alien Invasion,Hindi,India,2004,5/27/2012,U/A 13+,,2,34,Vikram Smith,8,Emerald Creations,5.5,3.9,53.59,48.9,No,1
JHS07732,The Silent Horizon 2,TV Show,Mystery,Conspiracy,Tamil,India,2005,6/29/2010,U/A 13+,,7,160,Rohan Singh,19,Titan Motion Pictures,9.2,5,48.69,87.1,No,1
JHS00461,Rebellion of the Dreams,TV Show,Animation,Animated Fantasy,Tamil,India,1992,6/7/1998,U/A 13+,,2,33,Aarav Khan,10,Echo Studios,,4.7,70.89,79.1,No,2
JHS08245,Chronicles in the Vendetta 2,Movie,Thriller,Techno Thriller,Hindi,India,1995,1/29/1998,U,,,,Do-yun Sharma,20,Summit Vision,9,4.7,25.14,74.7,No,6
JHS01194,Sacred Chronicles 2,Movie,Kids,Fantasy Kids,Telugu,India,2024,2/12/2024,A,159,,,Ethan Roberts,12,Titan Studios,4.1,3.6,26.72,35,No,0
JHS06551,Alliance Rise of the Journey 2,TV Show,Action,Action Comedy,Malayalam,India,1998,4/5/2005,U/A 7+,,11,153,Varun Gupta,3,Starlight Studios,5.6,4.1,55.68,36,No,2
JHS00886,The Broken Vendetta,Movie,Adventure,Jungle Adventure,Hindi,India,2011,1/23/2017,U/A 7+,172,,,Ravi Park,5,Lotus Motion Pictures,,3.8,6.29,48.6,No,4
JHS08913,River Beyond the Vendetta,TV Show,Crime,Courtroom Drama,Hindi,India,2012,2/15/2012,U/A 7+,,6,95,Laura Walker,12,Golden Films,9.1,4.6,36.36,85.3,No,3
JHS09139,The Burning Mirage 4,TV Show,Documentary,Science Doc,Marathi,India,1992,8/31/2009,U/A 7+,,3,78,Emily Sato,14,Orbit Studios,6,3.9,17.41,49.1,Yes,5
JHS03602,Kingdom of the Secret,Movie,Action,Action Comedy,Telugu,India,2025,3/28/2025,U/A 13+,121,,,David Wilson,3,Summit Films,9.2,5,2.95,93.2,No,4
JHS00344,Distant Secret,Movie,Sci-Fi,Space Opera,Kannada,India,2005,4/16/2005,U/A 7+,214,,,Mia Cook,11,Coral Media,5.9,3.8,89.46,57.8,Yes,1
JHS05380,,Movie,Sports,Underdog Sports,Bengali,India,2004,10/2/2005,U/A 7+,146,,,Hiroshi Singh,17,Pioneer Studios,4.6,3.5,43.19,42.4,Yes,6
JHS06434,Rising Horizon 2,Movie,Romance,Second Chance Romance,Marathi,India,1990,9/12/1995,U/A 13+,,,,Jisoo Wilson,15,Aurora Creations,6.4,4.1,31.6,67.7,Yes,2
JHS02560,The Vanishing Rebellion 2,Movie,Drama,Period Drama,Hindi,India,2000,9/6/2005,U/A 13+,187,,,Harper Iyer,4,Coral Films,7.3,4.4,36.53,73.1,Yes,2
JHS02194,The Restless River,TV Show,History,Royal History,Hindi,India,2007,8/20/2008,U/A 13+,,7,105,Ravi Cook,,Horizon Motion Pictures,5,3.8,15.35,56.2,Yes,2
JHS04668,Bright Throne,TV Show,Sci-Fi,Space Opera,Telugu,India,2012,7/10/2016,U,,5,91,Mia Brown,9,Aurora Pictures,4,3.6,3.05,35,No,2
JHS08607,The Ancient Legacy 2,Movie,Mystery,Whodunit,Hindi,India,1990,9/19/1997,U/A 7+,111,,,Jason Roberts,2,Zenith Vision,8,4.6,14.78,75.2,No,4
JHS05276,Golden Mirage 5,Movie,Crime,Heist,English,Australia,,4/23/2004,U/A 7+,131,,,Sarah Tanaka,2,Cobalt Vision,5.3,3.5,64.35,47.2,Yes,1
JHS01778,Kingdom: Midnight Labyrinth,Movie,Horror,Psychological Horror,Hindi,,2014,2/15/2017,U/A 13+,91,,,Rajesh Jung,7,Amber Works,8.5,4.9,80.08,65.9,No,4
JHS01877,The Burning Vendetta,Movie,Adventure,Road Trip,,India,2000,1/18/2001,U/A 16+,112,,,David Chopra,10,Pioneer Works,9.2,4.7,73.94,81.7,No,4
JHS05605,Circle Rise of the Mirage,Movie,Drama,Coming of Age,Marathi,India,1995,8/1/1999,U,92,,,Arjun Roberts,3,Titan Media,4.4,3.9,43.69,44.1,No,0
JHS00098,The Vanishing Storm,Movie,Adventure,Sea Voyage,,India,,1/4/2005,U/A 13+,131,,,Liam Wright,4,Nova Pictures,8.9,4.8,108.06,86.2,No,2
JHS07850,The Wild Legacy 3,Movie,Animation,Cartoon Comedy,Hindi,,2009,6/4/2010,,159,,,Rajesh Desai,8,Aurora Pictures,8.3,4.5,102.54,68.7,Yes,3
JHS06209,The Crimson Odyssey 3,Movie,Reality,Cooking Show,English,UK,2024,3/21/2024,U/A 13+,,,,Sophie Lee,9,Cobalt Media,8.9,5,53.01,77.1,Yes,4
JHS00315,The Vanishing Warriors,Movie,Family,Holiday Special,Hindi,India,2018,6/12/2018,U/A 7+,93,,,Sarah Edwards,6,Royal Vision,5.5,4,48.07,42.6,Yes,
JHS04711,The Burning Symphony,Movie,Crime,Police Procedural,English,UK,1991,4/14/2000,U/A 13+,169,,,Lucas Chopra,14,Aurora Pictures,9,,41.47,77.5,Yes,5
JHS09788,Frozen Legacy 3,Movie,Adventure,Treasure Hunt,Hindi,India,2022,2/13/2022,U/A 16+,175,,,Anjali Morgan,15,Crescent Creations,6.8,4.1,61.61,46.7,No,3
JHS03810,Chronicles Legend of the Legacy,TV Show,Reality,Dating Show,English,UK,2009,7/15/2015,U/A 7+,,4,73,Arjun Edwards,2,North Entertainment,4.8,3.7,63.3,37.1,No,1
JHS04054,Mirage of the Echo,TV Show,Romance,Romantic Drama,English,UK,1996,12/16/1997,U/A 7+,,10,57,Arjun Brown,15,Golden Studios,4.7,3.7,30.86,40.1,No,2
JHS09155,Silent Mirage 4,Movie,Family,Holiday Special,Marathi,India,,1/20/2003,U,73,,,Grace Evans,6,Emerald Studios,5.4,4.3,87.54,44.5,No,0
JHS08158,Warriors: Rising Vendetta,Movie,Comedy,Slapstick,English,India,2006,9/11/2009,U/A 13+,84,,,,7,Coral Works,5.3,3.8,52.05,46.2,No,1
JHS07220,The Bright Frontier 3,TV Show,Drama,,Hindi,India,2018,5/11/2023,U/A 13+,,9,225,David Anderson,3,Cobalt Productions,5.9,3.7,70.01,47.3,No,3
JHS07670,Fading Storm 5,Movie,Comedy,Satire,Marathi,India,2014,10/9/2017,A,204,,,Sakura Pillai,17,Emerald Motion Pictures,7.3,4.6,37,61.4,No,3
JHS06313,Vendetta Tales of the Dreams,TV Show,Comedy,Romantic Comedy,Hindi,India,1999,12/31/2025,A,,8,186,James Johnson,,Phoenix Media,8.6,4.7,40.27,72.5,No,5
JHS02406,Chronicles Beyond the Frontier,,Family,Family Comedy,,India,1990,5/8/1996,U/A 7+,,6,151,Sanjay Collins,2,Titan Vision,4.3,3.5,24.51,44.9,No,1
JHS01697,Distant Journey 2,Movie,Romance,Historical Romance,English,India,1998,1/9/1999,U,180,,,Minho Wilson,17,Crescent Media,4.1,3.5,69.78,35,No,1
JHS04362,,Movie,Drama,Medical Drama,Telugu,India,1990,11/27/1993,U/A 13+,125,,,Jisoo Gupta,6,Lotus Studios,6.4,4.3,85.39,49.9,No,2
JHS01391,Iron Storm,TV Show,Romance,Tragic Romance,Kannada,India,1995,5/10/2002,U/A 16+,,8,123,Sanjay Sharma,17,Summit Productions,9.1,5,123.13,91.2,No,6
JHS05635,Untold Path,TV Show,Drama,Social Drama,Malayalam,,2024,11/17/2025,U,,2,34,Ananya Bhatt,2,Starlight Studios,8.3,4.5,112.72,78,Yes,5
JHS05296,Shattered Circle 2,Movie,Action,Gunfight Drama,Kannada,India,1999,1/2/1999,U/A 13+,153,,,Ananya Cook,4,Cobalt Films,4.7,4.1,33.65,35,No,2
JHS05404,River of Shadows,Movie,Adventure,Jungle Adventure,Telugu,India,2006,1/13/2012,U/A 13+,106,,,Arjun Johnson,6,Cobalt Creations,6,3.9,15.63,50.7,Yes,7
JHS02832,The Untold Rebellion,Movie,Action,Superhero,Bengali,,2000,10/6/2005,A,215,,,Vikram Hughes,17,Ridge Media,9.5,4.7,97.68,86.5,Yes,1
JHS05405,The Eternal Storm 2,Movie,Drama,Family Drama,English,India,2012,3/25/2012,U/A 7+,143,,,Chris Lee,17,Crimson Productions,6.6,4.4,98.75,59.3,No,4
JHS00040,Symphony Tales of the Frontier,TV Show,Romance,Romantic Drama,Hindi,India,2023,,U/A 16+,,1,11,Jason Bose,8,Cobalt Works,5,3.9,5.86,35,No,2
JHS01325,Flame: Rising Labyrinth,TV Show,Thriller,Psychological Thriller,Hindi,India,2011,11/24/2011,U/A 13+,,10,158,Aarav Joshi,6,North Productions,9.7,5,93.38,93.4,No,3
JHS04521,The Rising Voyage 2,,Mystery,Supernatural Mystery,Malayalam,India,2025,4/25/2025,U/A 13+,151,,,Neha Baker,4,Vertex Creations,8.5,4.9,94.96,75.7,No,4
JHS09332,The Shattered Vendetta 2,Movie,Animation,Cartoon Comedy,Malayalam,India,2025,6/2/2025,A,125,,,Karan Verma,5,Falcon Vision,7.4,4.2,8.73,72.4,Yes,2
JHS02675,Vanishing Labyrinth,Movie,Action,War Action,Hindi,India,2003,12/17/2005,U/A 7+,215,,,Kenji Evans,2,Lotus Motion Pictures,8.9,4.6,163.57,,Yes,5
JHS07155,Bright Dreams 3,TV Show,Animation,3D Animation,Malayalam,India,,3/5/2023,U/A 7+,,1,21,Jason Roberts,16,North Productions,8.4,4.7,83.79,68.2,Yes,2
JHS07389,Dreams Legend of the Warriors,Movie,Drama,Medical Drama,Malayalam,India,2021,12/1/2021,U/A 7+,205,,,,,Emerald Motion Pictures,,4.5,35.62,69.4,Yes,4
JHS08556,The Frozen Horizon 3,Movie,Animation,Anime Action,Hindi,,2012,8/28/2014,U,216,,,Minho Wilson,15,Cobalt Creations,9.5,4.9,79.95,99,No,7
JHS05304,Legacy: Restless Rebellion,,Kids,Fantasy Kids,Bengali,India,2009,3/24/2009,U/A 7+,,5,89,Nikhil Park,18,Crescent Pictures,5.5,4.2,61.51,47.2,No,0
JHS09855,Burning Path 3,Movie,Comedy,Dark Comedy,English,UK,1992,10/27/1996,U/A 13+,124,,,Arjun Choi,9,Falcon Entertainment,9.3,5,16.86,83.6,No,10
JHS02924,The Rising Voyage,Movie,Adventure,Jungle Adventure,Hindi,India,2018,10/23/2020,U/A 16+,142,,,Yuki Nair,9,Vivid Productions,9.3,4.9,21.26,91.2,No,4
JHS03668,River: Crimson Warriors,Movie,Drama,Period Drama,Marathi,India,2022,3/2/2022,U/A 7+,173,,,Divya Brown,2,,5.7,3.9,42.11,47.9,No,2
JHS06978,The Dark Promise,TV Show,Documentary,True Crime Doc,Kannada,India,2018,12/14/2019,U/A 16+,,10,83,Mia Bennett,18,Skyline Films,7.1,4.2,25.03,72.3,No,6
JHS09668,Promise Beyond the Rebellion,TV Show,Reality,Dating Show,Malayalam,India,1991,4/19/2007,U/A 7+,,11,162,Ella Kulkarni,13,Phoenix Films,9,4.9,27.3,80.5,Yes,4
JHS07582,Path: Fading Voyage,Movie,Thriller,Action Thriller,Kannada,India,2007,7/23/2014,U/A 7+,78,,,Mason Menon,17,Starlight Productions,5.4,3.9,42.79,52.8,No,4
